name,email,region,products,profileUrl
Biobauernhof Leeb,,Jihočeský kraj,🌱 Biozelenina|🥕 Kořenová zelenina|🥬 Salát|🍎 Bio ovoce|🌿 Bylinky,https://mapafarem.cz/farma/155
heurige Erdäpfel,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/156
Blumen zum Selberpflücken,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/157
Sahakanush Ghukasya,,Jihomoravský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/158
U Ani,,Moravskoslezský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/159
Kartoffeln,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/160
Náš chléb,,Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/161
Farmářský obchod u Zelených,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/162
Bioaspa,,Jihomoravský kraj,🌱 Biozelenina|🥕 Kořenová zelenina|🥬 Salát|🍎 Bio ovoce|🌿 Bylinky,https://mapafarem.cz/farma/163
Ovoce-Zelenina,,Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/164
Drogerie Fialka,,Pardubický kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/165
Farma Natura,,Praha / Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/166
Bio Letná,,Středočeský kraj,🌱 Biozelenina|🥕 Kořenová zelenina|🥬 Salát|🍎 Bio ovoce|🌿 Bylinky,https://mapafarem.cz/farma/167
"Ing. Eduard Köck, Oliver Köck",,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/168
Bauer Astrid und Harald OG,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/169
Pieprzyk,,Pardubický kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/170
Erdäpfel,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/171
Erdbeerhof Wunderlich,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/172
Eier Hütte,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/173
Berry,,Olomoucký kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/174
Domácí vejce Čakovice,,Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/175
Jaroslav Crhák,crhakboritov@centrum.cz,Jihomoravský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/176
Bio Laden,,Jihočeský kraj,🌱 Biozelenina|🥕 Kořenová zelenina|🥬 Salát|🍎 Bio ovoce|🌿 Bylinky,https://mapafarem.cz/farma/177
Chlebovjanka,info@chlebovjanka.cz,Moravskoslezský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/178
Warzywniak Na Rogu,,Pardubický kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/179
Regio potraviny,,Moravskoslezský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/180
YELAK Ovoce & Zelenina,,Jihomoravský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/181
Vaše ovoce zelenina,,Pardubický kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/182
Hofkäserei Rausch,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/183
Mango,,Pardubický kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/184
Nie Tylko Zielone,,Moravskoslezský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/185
Ovoce Zelenina Zahradnické Potřeby,,Zlínský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/186
A & A,,Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/187
Prodej zeleniny,,Zlínský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/188
Warzywniak Online,,Moravskoslezský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/189
Ovocnářství Jansta,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/190
Ovoce a zelenina Kratochvílová,,Zlínský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/191
Fam. Goldnagl,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/192
Fam. Mendling,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/193
Fam. Vorhemus,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/194
Fischer Franz,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/195
Haidl-Trümel Albin,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/196
Hauer Josef und Waltraud,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/197
Demeterhof Jicinsky Josef jun.,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/198
Pfeiffer Othmar,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/199
Reischl Josef und Elisabeth,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/200
Sandburgheuriger Fam. Österreicher,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/201
Strobl Markus,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/202
Theurer Herbert,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/203
Valenta Erich und Robert,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/204
Farma Jesenice,,Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/205
U Natki,,Pardubický kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/206
Weidehaltung von Angusrindern,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/207
Honig,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/208
U SLAVÍKŮ,,Jihomoravský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/209
Ovocné sady Vyčítal,,Praha / Středočeský kraj,🍎 Apple|🍎 Cherry,https://mapafarem.cz/farma/210
Ovocnářská farma FAMIKO,,Praha / Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/211
Ing. Josef Košťál - Ovocnářská farma,,Praha / Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/212
Ivo Košťál,,Praha / Středočeský kraj,🥕 Apple,https://mapafarem.cz/farma/213
Stanislav Skalický,,Praha / Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/214
Prodejní sklad ZOD Kačina,,Praha / Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/215
Kalenda,,Praha / Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/216
Jacuś i Agatka,,Pardubický kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/217
Farma Věkoše,,Pardubický kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/218
Ing. Zdeněk Hepner,hepnerz@seznam.cz,Praha / Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/219
Ovocnářství Mejstříková,,Praha / Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/220
Jamboz,,Praha / Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/221
Sady Klášterec,,Plzeňský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/222
U Hajdúchů rodinná farma,,Praha / Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/223
Dorfspeis,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/224
Koniczynka,,Olomoucký kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/225
Farma Svobodovi,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/226
Chlebovické brambory,info@chlebovickebrambory.cz,Moravskoslezský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/227
Cezar,,Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/228
Ovocnářství Polívkovi,,Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/229
Kozí farma Nový Dvůr,krejzova@kozisyry.cz,Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/230
U Tomka,,Moravskoslezský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/231
Prodej brambor,,Vysočina,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/232
Ogórek,,Pardubický kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/233
Farma Podal,podalj@gmail.com,Jihomoravský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/234
FARMA U TŘÍ DUBŮ,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/235
Pasta Laden,,Středočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/236
BioNebio,,Středočeský kraj,🌱 Biozelenina|🥕 Kořenová zelenina|🥬 Salát|🍎 Bio ovoce|🌿 Bylinky,https://mapafarem.cz/farma/237
AbHof Verkauf Weinbau Weindl,,Jihočeský kraj,🍷 Suché víno|🍾 Polosuché víno|🍇 Hroznový džus|🍷 Rosé|🫙 Marmeláda,https://mapafarem.cz/farma/238
Aigner,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/239
Trhovisko,,Jihomoravský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/240
Kini Hof,kinihof@web.de,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/241
farma Strážný,objednavky@farmastrazny.cz,Jihočeský kraj,🥕 Meat,https://mapafarem.cz/farma/242
Waldviertler Eier,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/243
Genuss Hittn,,Jihočeský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/244
Tržiště,,Vysočina,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/245
Valaška,medovydvur@email.cz,Moravskoslezský kraj,🥕 Zelenina|🍅 Rajčata|🥬 Listová zelenina|🌽 Kukuřice|🧅 Cibule,https://mapafarem.cz/farma/246
Řeznictví Miloš Křeček,,Česká republika,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n296536206
Maso uzeniny Habásko,,Jihomoravský kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n296563164
MasoJiko,,Česká republika,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n310326861
Maso uzeniny drůbež,,Česká republika,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n360639126
Chodura,,Česká republika,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n652204976
Maso Jakub,,Česká republika,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n660556083
Slezské uzeniny,,Moravskoslezský kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n806236957
Řeznictví Čejka Skuteč,,Pardubický kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n823864162
Řeznictví Ve Výklenku,,Česká republika,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n1108740433
Řeznictví,,Česká republika,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n1261026225
Krásno,,Moravskoslezský kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n1505532635
Steinex,,Jihomoravský kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n1548084663
Řeznictví a uzenářství,,Česká republika,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n1709654293
"Řeznictví Kahoun, s.r.o.",,Moravskoslezský kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n1755405671
Sup a Synové,,Česká republika,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n2260242147
Inpost,,Jihomoravský kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n2268069160
Řeznictví Hajšo,,Ústecký kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n2272709897
Cyril Jeřábek,,Vysočina,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n2298890046
Řeznictví U Martinců,,Liberecký kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n2301629988
Řeznictví Klepiš,,Středočeský kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n2348312079
Řeznictví Brabec,,Česká republika,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n2409213401
K K,,Česká republika,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n2411559572
Zemědělské družstvo Bělčice,,Jihočeský kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n2417228959
suseneprase.cz,,Jihočeský kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n2421872187
František Pejsar,,Plzeňský kraj,🥩 Hovězí|🐖 Vepřové|🐔 Kuřecí|🌭 Uzeniny,https://mapafarem.cz/farma/n2443978778
Vinoshop,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n296482466
Vinotéka a sýrárna U Brázdů,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n403654641
Vinařství Stanislav Mádl,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n1218537407
Vinná galerie,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n1420244901
Moravská Vinotéka,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n1597529430
Takže Jakže,,Moravskoslezský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n1792845839
Templářské sklepy,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n2351476510
Znovín Znojmo a.s.,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n2444893715
Vinařství Buchtovi,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n2996927582
Vinofol,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3088926439
Depo Vín Praha,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3376644439
Vinotéka Soudek,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3464728738
Vinařství a vinotéka,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3467326706
Vinotéka Na Cestě,,Pardubický kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3504639399
Venuše - Pálavská Galerie Vín,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3592293077
Vinařství Topolanský,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3592293079
Vinotéka U Bílého Lva,,Středočeský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3594111991
Vinotéka Marek,,Moravskoslezský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3637660055
V&D,,Moravskoslezský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3648646811
Zámecké vinařství Bzenec,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3763561969
Vinotéka Vinařství Bukovský,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3792480544
Vinotéka,,Jihočeský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n3962565185
Vinařství s ubytováním U Osičků,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4026663540
Vinařské centrum Mikulov,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4045413377
Vinotéka U Pavla,,Středočeský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4227779989
Vinotéka v Zámecké bráně,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4243470871
Enotria,,Zlínský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4257587866
Vinotéka u Charlieho,,Vysočina,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4386855798
Vinařství Garčic,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4460577191
SELADON kava a vino a delikatesy,,Královéhradecký kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4477738789
Vinotéka Vítěz,,Olomoucký kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4485588803
Pampinus,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4530727225
Vinotéka U Soudu,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4590359395
Vinotéka pod Peřinou,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4592202830
Vinotéka U radnice & První Příborská sýrárna,,Moravskoslezský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4610155954
Vinotéka Modré hory,,Moravskoslezský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4613481000
Vinotéka P&V,,Moravskoslezský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4742851329
Vinotéka,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4771755514
Kyjovjanka,,Olomoucký kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4810064077
U hradeb,,Pardubický kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4854079589
sudovkarna.cz,,Moravskoslezský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4864723823
Vinárna Čelechovský,,Olomoucký kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4866635795
Vinařství Drmola,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4930988223
Vinařství Pod Mezů,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n4974771221
Wine Institute,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5079002373
